locus tag	organism	pan locus tag	new symbol	type	symbol	synonym	product	essential	Gene ID	EC	TIGRFAM Meta Role	TIGRFAM Main Role	TIGRFAM Sub Role	TIGRFAM function	TIGRFAM	TIGRFAM HMM score	effector	interaction partners	PSORTb	LocateP	SignalP	transmembrane helices	protein GI	UniProt
SAOUHSC_00228	S. aureus NCTC8325	SAUPAN001136000	tarS	CDS	SAOUHSC_00228		hypothetical protein	no	3920303					putative glycosyltransferase, exosortase G-associated	TIGR03111	57.6			Cytoplasmic	Intracellular	no predicted signal peptide	0	88194035	Q2G1B7
SAOUHSC_00329	S. aureus NCTC8325	SAUPAN001890000	tatA	CDS	SAOUHSC_00329		mttA/Hcf106 family protein-like protein	no	3919594		Genetic information processing	Protein fate	Protein and peptide secretion and trafficking	twin arginine-targeting protein translocase, TatA/E family	TIGR01411	67.9			Cytoplasmic Membrane	N-terminally anchored (No CS)	no predicted signal peptide	1	88194129	Q2G127
SAOUHSC_00328	S. aureus NCTC8325	SAUPAN001888000	tatC	CDS	SAOUHSC_00328		hypothetical protein	no	3919593		Genetic information processing	Protein fate	Protein and peptide secretion and trafficking	twin arginine-targeting protein translocase TatC	TIGR00945	148.9			Cytoplasmic Membrane	Multi-transmembrane	no predicted signal peptide	6	88194128	Q2G128
SAOUHSC_00033	S. aureus NCTC8325	SAUPAN000489000	tauE	CDS	SAOUHSC_00033		hypothetical protein	no	3919301										Cytoplasmic Membrane	Multi-transmembrane	no predicted signal peptide	7	88193854	Q2G2E7
SAOUHSC_02635	S. aureus NCTC8325	SAUPAN005861000	tcaA	CDS	SAOUHSC_02635		hypothetical protein	no	3921412		Signal transduction	Regulatory functions	DNA interactions	putative regulatory protein, FmdB family	TIGR02605	13.7			no significant prediction	N-terminally anchored (No CS)	no predicted signal peptide	1	88196276	Q2G2I1
SAOUHSC_02632	S. aureus NCTC8325	SAUPAN005858000	tcaB	CDS	SAOUHSC_02632			no	3921409					drug resistance transporter, Bcr/CflA subfamily	TIGR00710	289.4			Cytoplasmic Membrane	Multi-transmembrane	no predicted signal peptide	11		Q2G2I5
SAOUHSC_02636	S. aureus NCTC8325	SAUPAN005864000	tcaR	pseudogene	SAOUHSC_02636			no	3921413											Intracellular	no predicted signal peptide			Q2FVR6
SAOUHSC_02699	S. aureus NCTC8325	SAUPAN005948000	tcyA	CDS	SAOUHSC_02699		hypothetical protein	no	3919718		Metabolism	Transport and binding proteins	Amino acids, peptides and amines	lysine-arginine-ornithine-binding periplasmic protein	TIGR01096	133.7		"SAOUHSC_00069; SAOUHSC_00187; SAOUHSC_00519; SAOUHSC_00530; SAOUHSC_00669; SAOUHSC_00769; SAOUHSC_00795; SAOUHSC_00799; SAOUHSC_01042; SAOUHSC_01043; SAOUHSC_01201; SAOUHSC_01232; SAOUHSC_01234; SAOUHSC_01418; SAOUHSC_01490; SAOUHSC_01757; SAOUHSC_01784; SAOUHSC_01786; SAOUHSC_01801; SAOUHSC_01806; SAOUHSC_01829; SAOUHSC_01845; SAOUHSC_02108; SAOUHSC_02399; SAOUHSC_02441; SAOUHSC_02486; SAOUHSC_02487; SAOUHSC_02492; SAOUHSC_02496; SAOUHSC_02506; SAOUHSC_02507; SAOUHSC_02508; SAOUHSC_02509; SAOUHSC_02512; SAOUHSC_02549; SAOUHSC_02869; SAOUHSC_02969"	no significant prediction	Lipid anchored	signal peptide predicted	0	88196339	Q2FVL2
SAOUHSC_02698	S. aureus NCTC8325	SAUPAN005947000	tcyB	CDS	SAOUHSC_02698		amino acid ABC transporter permease	no	3919717					ectoine/hydroxyectoine ABC transporter, permease protein EhuC	TIGR03004	159.4			Cytoplasmic Membrane	Multi-transmembrane	no predicted signal peptide	4	88196338	Q2FVL3
SAOUHSC_02697	S. aureus NCTC8325	SAUPAN005946000	tcyC	CDS	SAOUHSC_02697		amino acid ABC transporter ATP-binding protein	no	3919716					ectoine/hydroxyectoine ABC transporter, ATP-binding protein EhuA	TIGR03005	280.4		SAOUHSC_01042	Cytoplasmic Membrane	Intracellular	no predicted signal peptide	0	88196337	Q2FVL4
SAOUHSC_00367	S. aureus NCTC8325	SAUPAN001985000	tcyP	CDS	SAOUHSC_00367		hypothetical protein	no	3919786										Cytoplasmic Membrane	Multi-transmembrane	no predicted signal peptide	9	88194165	Q2G0Z4
SAOUHSC_02360	S. aureus NCTC8325	SAUPAN005410000	tdk	CDS	SAOUHSC_02360		thymidine kinase	no	3919403	2.7.1.21	Cellular processes	Cellular processes	Chemotaxis and motility	flagellar motor switch protein FliG	TIGR00207	14.4			Cytoplasmic	Intracellular	no predicted signal peptide	0	88196023	Q2FWD9
SAOUHSC_02331	S. aureus NCTC8325	SAUPAN005376000	tenA	CDS	SAOUHSC_02331		hypothetical protein	no	3920956	3.5.99.2				thiaminase II	TIGR04306	309.3			Cytoplasmic	Intracellular	no predicted signal peptide	0	88195997	Q2FWG0
SAOUHSC_00099	S. aureus NCTC8325	SAUPAN000949000	tet38	CDS	SAOUHSC_00099		hypothetical protein	no	3919808		"Cellular processes; Metabolism"	"Cellular processes; Transport and binding proteins"	"Toxin production and resistance; Other"	drug resistance MFS transporter, drug:H+ antiporter-2 (14 Spanner) (DHA2) family	TIGR00711	88.2			Cytoplasmic Membrane	Multi-transmembrane	no predicted signal peptide	14	88193912	Q2G226
SAOUHSC_01748	S. aureus NCTC8325	SAUPAN004245000	tgt	CDS	tgt		queuine tRNA-ribosyltransferase	no	3920547	2.4.2.29	Genetic information processing	Protein synthesis	tRNA and rRNA base modification	tRNA-guanine transglycosylase	TIGR00430	607.8			Cytoplasmic	Intracellular	no predicted signal peptide	0	88195450	Q2FXT6
SAOUHSC_02330	S. aureus NCTC8325	SAUPAN005375000	thiD	CDS	SAOUHSC_02330		phosphomethylpyrimidine kinase	no	3920955	2.7.4.7	Metabolism	Biosynthesis of cofactors, prosthetic groups, and carriers	Thiamine	hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase	TIGR00097	312			Cytoplasmic	Intracellular	no predicted signal peptide	0	88195996	Q2FWG1
SAOUHSC_02328	S. aureus NCTC8325	SAUPAN005373000	thiE	CDS	thiE		thiamine-phosphate pyrophosphorylase	no	3920953	2.5.1.3	Metabolism	Biosynthesis of cofactors, prosthetic groups, and carriers	Thiamine	thiamine-phosphate diphosphorylase	TIGR00693	211.9			Cytoplasmic	Intracellular	no predicted signal peptide	0	88195994	Q2FWG3
SAOUHSC_01824	S. aureus NCTC8325	SAUPAN004367000	thiI	CDS	SAOUHSC_01824		thiamine biosynthesis protein ThiI	no	3921774	2.8.1.4	"Genetic information processing; Metabolism"	"Protein synthesis; Biosynthesis of cofactors, prosthetic groups, and carriers"	"tRNA and rRNA base modification; Thiamine"	tRNA sulfurtransferase ThiI	TIGR00342	394			Cytoplasmic	Intracellular	no predicted signal peptide	0	88195524	Q2FXL1
SAOUHSC_02329	S. aureus NCTC8325	SAUPAN005374000	thiM	CDS	SAOUHSC_02329		hydroxyethylthiazole kinase	no	3920954	2.7.1.50	Metabolism	Biosynthesis of cofactors, prosthetic groups, and carriers	Thiamine	hydroxyethylthiazole kinase	TIGR00694	256.6			no significant prediction	Intracellular	no predicted signal peptide	0	88195995	Q2FWG2
SAOUHSC_01190	S. aureus NCTC8325	SAUPAN003506000	thiN	CDS	SAOUHSC_01190		hypothetical protein	yes	3919323		Metabolism	Biosynthesis of cofactors, prosthetic groups, and carriers	Thiamine	thiamine pyrophosphokinase	TIGR01378	181.1			Cytoplasmic	Intracellular	no predicted signal peptide	0	88194929	Q2FZ61
SAOUHSC_01022	S. aureus NCTC8325	SAUPAN003292000	thiV	CDS	SAOUHSC_01022		hypothetical protein	no	3920282										Cytoplasmic Membrane	Multi-transmembrane	no predicted signal peptide	5	88194775	Q2FZI2
SAOUHSC_01021	S. aureus NCTC8325	SAUPAN003291000	thiW	CDS	SAOUHSC_01021		hypothetical protein	no	3920281		Metabolism	Transport and binding proteins	Unknown substrate	energy-coupling factor transporter ATPase	TIGR04520	245.5			Cytoplasmic Membrane	Intracellular	no predicted signal peptide	0	88194774	Q2FZI3
SAOUHSC_01019	S. aureus NCTC8325	SAUPAN003289000	thiX	CDS	SAOUHSC_01019		hypothetical protein	no	3920280		Metabolism	Transport and binding proteins	Cations and iron carrying compounds	cobalt ECF transporter T component CbiQ	TIGR02454	53.8			Cytoplasmic Membrane	Multi-transmembrane	no predicted signal peptide	6	88194773	Q2FZI4
SAOUHSC_01322	S. aureus NCTC8325	SAUPAN003702000	thrB	CDS	SAOUHSC_01322		homoserine kinase	no	3920148	2.7.1.39	Metabolism	Amino acid biosynthesis	Aspartate family	homoserine kinase	TIGR00191	260.2			no significant prediction	Intracellular	no predicted signal peptide	0	88195052	Q2FYV2
SAOUHSC_01321	S. aureus NCTC8325	SAUPAN003701000	thrC	CDS	SAOUHSC_01321		threonine synthase	no	3920147	4.2.3.1	Metabolism	Amino acid biosynthesis	Aspartate family	threonine synthase	TIGR00260	352.3			Cytoplasmic	Intracellular	no predicted signal peptide	0	88195051	Q2FYV3
SAOUHSC_01319	S. aureus NCTC8325	SAUPAN003698000	thrD	CDS	SAOUHSC_01319		aspartate kinase	no	3920145	2.7.2.4	Metabolism	Amino acid biosynthesis	Aspartate family	aspartate kinase	TIGR00657	285.2			Cytoplasmic	Intracellular	no predicted signal peptide	0	88195049	Q2FYV5
SAOUHSC_01752	S. aureus NCTC8325	SAUPAN004249000	thrR	CDS	SAOUHSC_01752		hypothetical protein	no	3920551		Metabolism	Amino acid biosynthesis	Aspartate family	aspartate kinase	TIGR00657	13.1			Cytoplasmic	Intracellular	no predicted signal peptide	0	88195454	Q2FXT2
SAOUHSC_01788	S. aureus NCTC8325	SAUPAN004303000	thrS	CDS	thrS		threonyl-tRNA synthetase	yes	3920430	6.1.1.3	Genetic information processing	Protein synthesis	tRNA aminoacylation	threonine--tRNA ligase	TIGR00418	786.7		"SAOUHSC_00679; SAOUHSC_02969"	Cytoplasmic	Intracellular	no predicted signal peptide	0	88195489	Q2FXP7
SAOUHSC_01435	S. aureus NCTC8325	SAUPAN003859000	thyA	CDS	thyA		thymidylate synthase	yes	3920216	2.1.1.45	Metabolism	Purines, pyrimidines, nucleosides, and nucleotides	2'-Deoxyribonucleotide metabolism	thymidylate synthase	TIGR03284	529.9		"SAOUHSC_00195; SAOUHSC_00196; SAOUHSC_00679; SAOUHSC_00943; SAOUHSC_01040; SAOUHSC_01806"	Cytoplasmic	Intracellular	no predicted signal peptide	0	88195159	Q2FYK5
SAOUHSC_01779	S. aureus NCTC8325	SAUPAN004291000	tig	CDS	tig		trigger factor	no	3919697	5.2.1.8	Genetic information processing	Protein fate	Protein folding and stabilization	trigger factor	TIGR00115	451.8		"SAOUHSC_00348; SAOUHSC_00519; SAOUHSC_00520; SAOUHSC_00530; SAOUHSC_01040; SAOUHSC_01041; SAOUHSC_01043; SAOUHSC_01150; SAOUHSC_01154; SAOUHSC_01211; SAOUHSC_01232; SAOUHSC_01490; SAOUHSC_01757; SAOUHSC_01806; SAOUHSC_01857; SAOUHSC_02486; SAOUHSC_02487; SAOUHSC_02492; SAOUHSC_02494; SAOUHSC_02500; SAOUHSC_02503; SAOUHSC_02505; SAOUHSC_02506; SAOUHSC_02507; SAOUHSC_02509; SAOUHSC_02510; SAOUHSC_02511; SAOUHSC_02512; SAOUHSC_02579"	Cytoplasmic	Intracellular	no predicted signal peptide	0	88195480	Q2FXQ6
SAOUHSC_00484	S. aureus NCTC8325	SAUPAN002250000	tilS	CDS	SAOUHSC_00484		hypothetical protein	yes	3920342	6.3.4.19	Genetic information processing	Protein synthesis	tRNA and rRNA base modification	tRNA(Ile)-lysidine synthetase	TIGR02432	197.1			Cytoplasmic	Intracellular	no predicted signal peptide	0	88194269	Q2G0R2
SAOUHSC_01337	S. aureus NCTC8325	SAUPAN003717000	tkt	CDS	SAOUHSC_01337		transketolase	yes	3920201	2.2.1.1	Metabolism	Energy metabolism	Pentose phosphate pathway	transketolase	TIGR00232	860.5		"SAOUHSC_00524; SAOUHSC_00530; SAOUHSC_00679; SAOUHSC_01416; SAOUHSC_01801; SAOUHSC_02494; SAOUHSC_02509"	no significant prediction	Intracellular	no predicted signal peptide	0	88195066	Q2FYT8
SAOUHSC_00451	S. aureus NCTC8325	SAUPAN002216000	tmk	CDS	tmk		thymidylate kinase	yes	3920311	2.7.4.9	Metabolism	Purines, pyrimidines, nucleosides, and nucleotides	Nucleotide and nucleoside interconversions	dTMP kinase	TIGR00041	188.8		"SAOUHSC_00017; SAOUHSC_00100; SAOUHSC_00206; SAOUHSC_00444; SAOUHSC_00472; SAOUHSC_00474; SAOUHSC_00520; SAOUHSC_00521; SAOUHSC_00530; SAOUHSC_00637; SAOUHSC_00679; SAOUHSC_00795; SAOUHSC_00797; SAOUHSC_00799; SAOUHSC_00878; SAOUHSC_00921; SAOUHSC_01028; SAOUHSC_01040; SAOUHSC_01041; SAOUHSC_01042; SAOUHSC_01043; SAOUHSC_01150; SAOUHSC_01211; SAOUHSC_01232; SAOUHSC_01246; SAOUHSC_01451; SAOUHSC_01490; SAOUHSC_01625; SAOUHSC_01633; SAOUHSC_01683; SAOUHSC_01757; SAOUHSC_01779; SAOUHSC_01784; SAOUHSC_01801; SAOUHSC_01806; SAOUHSC_01819; SAOUHSC_01829; SAOUHSC_01901; SAOUHSC_02150; SAOUHSC_02365; SAOUHSC_02377; SAOUHSC_02477; SAOUHSC_02478; SAOUHSC_02492; SAOUHSC_02494; SAOUHSC_02496; SAOUHSC_02505; SAOUHSC_02506; SAOUHSC_02507; SAOUHSC_02509; SAOUHSC_02510; SAOUHSC_02511; SAOUHSC_02512; SAOUHSC_02849"	Cytoplasmic	Intracellular	no predicted signal peptide	0	88194238	Q2G230
SAOUHSC_01409	S. aureus NCTC8325	SAUPAN003824000	tnp1	pseudogene	SAOUHSC_01409			no	3920641											Intracellular	no predicted signal peptide			Q2FYM6
SAOUHSC_01911	S. aureus NCTC8325	SAUPAN004505000	tnp2	CDS	SAOUHSC_01911		IS200 family transposase	no	3921053										Cytoplasmic	Intracellular	no predicted signal peptide	0	88195606	Q2G1W3
SAOUHSC_01993	S. aureus NCTC8325	SAUPAN004796000	tnp3	pseudogene	SAOUHSC_01993			no	3921876											Intracellular	no predicted signal peptide			Q2FW90
SAOUHSC_02410	S. aureus NCTC8325	SAUPAN005511000	tnp4	pseudogene	SAOUHSC_02410			no	3919624											Intracellular	no predicted signal peptide			Q2FW90
SAOUHSC_01222	S. aureus NCTC8325	SAUPAN003548000	topA	CDS	SAOUHSC_01222		DNA topoisomerase I	yes	3920250	5.99.1.2	Genetic information processing	DNA metabolism	DNA replication, recombination, and repair	DNA topoisomerase I	TIGR01051	859.4			Cytoplasmic	Intracellular	no predicted signal peptide	0	88194958	Q2FZ32
SAOUHSC_02517	S. aureus NCTC8325	SAUPAN005706000	topB	CDS	SAOUHSC_02517		DNA topoisomerase III	no	3920891	5.99.1.2	Genetic information processing	DNA metabolism	DNA replication, recombination, and repair	DNA topoisomerase III	TIGR01056	673		"SAOUHSC_00284; SAOUHSC_00348; SAOUHSC_00519; SAOUHSC_00528; SAOUHSC_00679; SAOUHSC_01040; SAOUHSC_01211; SAOUHSC_01416; SAOUHSC_01490; SAOUHSC_01757; SAOUHSC_01784; SAOUHSC_01786; SAOUHSC_01814; SAOUHSC_01829; SAOUHSC_02316; SAOUHSC_02477; SAOUHSC_02486; SAOUHSC_02492; SAOUHSC_02494; SAOUHSC_02496; SAOUHSC_02500; SAOUHSC_02503; SAOUHSC_02505; SAOUHSC_02506; SAOUHSC_02507; SAOUHSC_02508; SAOUHSC_02509; SAOUHSC_02510; SAOUHSC_02511; SAOUHSC_02512"	Cytoplasmic	Intracellular	no predicted signal peptide	0	88196165	Q2FW03
SAOUHSC_00797	S. aureus NCTC8325	SAUPAN002708000	tpiA	CDS	tpiA		triosephosphate isomerase	yes	3919360	5.3.1.1	Metabolism	Energy metabolism	Glycolysis/gluconeogenesis	triose-phosphate isomerase	TIGR00419	198.6		"SAOUHSC_00529; SAOUHSC_00530; SAOUHSC_01040; SAOUHSC_01041; SAOUHSC_01042; SAOUHSC_01150; SAOUHSC_01211; SAOUHSC_01416; SAOUHSC_01490; SAOUHSC_01683; SAOUHSC_01757; SAOUHSC_01806; SAOUHSC_01814; SAOUHSC_01819; SAOUHSC_02486; SAOUHSC_02492; SAOUHSC_02494; SAOUHSC_02507; SAOUHSC_02509; SAOUHSC_02510"	Cytoplasmic	Intracellular	no predicted signal peptide	0	88194557	Q2G030
SAOUHSC_01822	S. aureus NCTC8325	SAUPAN004365000	tpx	CDS	tpx		2-Cys peroxiredoxin	no	3919292	1.11.1.15	Cellular processes	Cellular processes	"Detoxification; Adaptations to atypical conditions"	peroxiredoxin	TIGR03137	25.2			no significant prediction	Intracellular	no predicted signal peptide	0	88195522	Q2FXL3
SAOUHSC_01964	S. aureus NCTC8325	SAUPAN004760000	traP	CDS	SAOUHSC_01964		hypothetical protein	no	3920909										Cytoplasmic	Intracellular	no predicted signal peptide	0	88195657	Q2G2F3
SAOUHSC_00438	S. aureus NCTC8325	SAUPAN002191000	treC	CDS	SAOUHSC_00438		alpha amylase family protein	no	3919110					alpha,alpha-phosphotrehalase	TIGR02403	816.1			Cytoplasmic	Intracellular	no predicted signal peptide	0	88194229	Q2G0T9
SAOUHSC_00437	S. aureus NCTC8325	SAUPAN002190000	treP	CDS	SAOUHSC_00437		hypothetical protein	no	3919109					PTS system, trehalose-specific IIBC component	TIGR01992	702.4		"SAOUHSC_00002; SAOUHSC_00187; SAOUHSC_00206; SAOUHSC_00336; SAOUHSC_00365; SAOUHSC_00375; SAOUHSC_00488; SAOUHSC_00493; SAOUHSC_00517; SAOUHSC_00519; SAOUHSC_00520; SAOUHSC_00521; SAOUHSC_00524; SAOUHSC_00529; SAOUHSC_00530; SAOUHSC_00608; SAOUHSC_00634; SAOUHSC_00795; SAOUHSC_00797; SAOUHSC_00799; SAOUHSC_00836; SAOUHSC_00847; SAOUHSC_00943; SAOUHSC_00951; SAOUHSC_01028; SAOUHSC_01040; SAOUHSC_01041; SAOUHSC_01042; SAOUHSC_01043; SAOUHSC_01100; SAOUHSC_01216; SAOUHSC_01232; SAOUHSC_01234; SAOUHSC_01240; SAOUHSC_01246; SAOUHSC_01287; SAOUHSC_01347; SAOUHSC_01416; SAOUHSC_01418; SAOUHSC_01490; SAOUHSC_01605; SAOUHSC_01653; SAOUHSC_01666; SAOUHSC_01719; SAOUHSC_01757; SAOUHSC_01779; SAOUHSC_01788; SAOUHSC_01794; SAOUHSC_01801; SAOUHSC_01806; SAOUHSC_01820; SAOUHSC_01829; SAOUHSC_01845; SAOUHSC_01901; SAOUHSC_02116; SAOUHSC_02117; SAOUHSC_02254; SAOUHSC_02353; SAOUHSC_02365; SAOUHSC_02399; SAOUHSC_02441; SAOUHSC_02478; SAOUHSC_02486; SAOUHSC_02492; SAOUHSC_02494; SAOUHSC_02495; SAOUHSC_02500; SAOUHSC_02503; SAOU"	Cytoplasmic Membrane	Multi-transmembrane	no predicted signal peptide	9	88194228	Q2G0U0
SAOUHSC_00439	S. aureus NCTC8325	SAUPAN002192000	treR	CDS	SAOUHSC_00439		hypothetical protein	no	3919111		Signal transduction	Regulatory functions	DNA interactions	trehalose operon repressor	TIGR02404	229.5			Cytoplasmic	Intracellular	no predicted signal peptide	0	88194230	Q2G0T8
SAOUHSC_00935	S. aureus NCTC8325	SAUPAN003168000	trfA	CDS	SAOUHSC_00935		adaptor protein MecA	no	3920764										Cytoplasmic	Intracellular	no predicted signal peptide	0	88194692	Q2G1U5
SAOUHSC_00936	S. aureus NCTC8325	SAUPAN003170000	trfB	CDS	SAOUHSC_00936		hypothetical protein	no	3920765					acetoacetyl-CoA reductase	TIGR01829	14.3			Cytoplasmic	Intracellular	no predicted signal peptide	0	88194693	Q2G1U4
SAOUHSC_01865	S. aureus NCTC8325	SAUPAN004425000	trmB	CDS	trmB		tRNA (guanine-N(7)-)-methyltransferase	no	3921754	2.1.1.33	Genetic information processing	Protein synthesis	tRNA and rRNA base modification	tRNA (guanine-N(7)-)-methyltransferase	TIGR00091	184.4			Cytoplasmic	Intracellular	no predicted signal peptide	0	88195562	Q2FXI2
SAOUHSC_01210	S. aureus NCTC8325	SAUPAN003529000	trmD	CDS	trmD		tRNA (guanine-N(1)-)-methyltransferase	yes	3919476	2.1.1.228	Genetic information processing	Protein synthesis	tRNA and rRNA base modification	tRNA (guanine(37)-N(1))-methyltransferase	TIGR00088	334		"SAOUHSC_00002; SAOUHSC_00069; SAOUHSC_00187; SAOUHSC_00206; SAOUHSC_00284; SAOUHSC_00336; SAOUHSC_00348; SAOUHSC_00350; SAOUHSC_00364; SAOUHSC_00365; SAOUHSC_00371; SAOUHSC_00374; SAOUHSC_00375; SAOUHSC_00469; SAOUHSC_00474; SAOUHSC_00488; SAOUHSC_00493; SAOUHSC_00499; SAOUHSC_00500; SAOUHSC_00509; SAOUHSC_00518; SAOUHSC_00519; SAOUHSC_00520; SAOUHSC_00524; SAOUHSC_00525; SAOUHSC_00528; SAOUHSC_00529; SAOUHSC_00530; SAOUHSC_00535; SAOUHSC_00536; SAOUHSC_00553; SAOUHSC_00574; SAOUHSC_00608; SAOUHSC_00634; SAOUHSC_00675; SAOUHSC_00679; SAOUHSC_00694; SAOUHSC_00742; SAOUHSC_00767; SAOUHSC_00795; SAOUHSC_00796; SAOUHSC_00797; SAOUHSC_00798; SAOUHSC_00799; SAOUHSC_00835; SAOUHSC_00865; SAOUHSC_00871; SAOUHSC_00878; SAOUHSC_00895; SAOUHSC_00906; SAOUHSC_00921; SAOUHSC_00933; SAOUHSC_00937; SAOUHSC_00943; SAOUHSC_00947; SAOUHSC_00951; SAOUHSC_01007; SAOUHSC_01028; SAOUHSC_01029; SAOUHSC_01040; SAOUHSC_01100; SAOUHSC_01150; SAOUHSC_01164; SAOUHSC_01168; SAOUHSC_01199; SAOUHSC_01201; SAOUHSC_01208; SAOUHSC_01216; SAOU"	Cytoplasmic	Intracellular	no predicted signal peptide	0	88194947	Q2FZ43
SAOUHSC_03053	S. aureus NCTC8325	SAUPAN006489000	trmE	CDS	trmE		tRNA modification GTPase TrmE	yes	3921316	3.6.-.-	Genetic information processing	Protein synthesis	tRNA and rRNA base modification	tRNA modification GTPase TrmE	TIGR00450	434.7		"SAOUHSC_01232; SAOUHSC_02441; SAOUHSC_02494"	Cytoplasmic	Intracellular	no predicted signal peptide	0	88196667	Q2FUQ2
SAOUHSC_01661	S. aureus NCTC8325	SAUPAN004141000	trmK	CDS	SAOUHSC_01661		hypothetical protein	yes	3920073										Cytoplasmic	Intracellular	no predicted signal peptide	0	88195368	Q2FY13
SAOUHSC_T0001	S. aureus NCTC8325	SAUPAN002266000	trnaA	tRNA	SAOUHSC_T0001		tRNA-Ala	unknown	3921517												no predicted signal peptide			
SAOUHSC_T0002	S. aureus NCTC8325	SAUPAN004816000	trnaA	tRNA	SAOUHSC_T0002		tRNA-Ala	unknown	3921518												no predicted signal peptide			
SAOUHSC_T00015	S. aureus NCTC8325	SAUPAN004802000	trnaC	tRNA	SAOUHSC_T00015		tRNA-Cys	unknown	3921334												no predicted signal peptide			
SAOUHSC_T00011	S. aureus NCTC8325	SAUPAN000030000	trnaD	tRNA	SAOUHSC_T00011		tRNA-Asp	unknown	3921330												no predicted signal peptide			
SAOUHSC_T00012	S. aureus NCTC8325	SAUPAN004752000	trnaD	tRNA	SAOUHSC_T00012		tRNA-Asp	unknown	3921331												no predicted signal peptide			
SAOUHSC_T00013	S. aureus NCTC8325	SAUPAN004809000	trnaD	tRNA	SAOUHSC_T00013		tRNA-Asp	unknown	3921332												no predicted signal peptide			
SAOUHSC_T00014	S. aureus NCTC8325	SAUPAN004812000	trnaD	tRNA	SAOUHSC_T00014		tRNA-Asp	unknown	3921333												no predicted signal peptide			
SAOUHSC_T00018	S. aureus NCTC8325	SAUPAN000029000	trnaE	tRNA	SAOUHSC_T00018		tRNA-Glu	unknown	3921337												no predicted signal peptide			
SAOUHSC_T00019	S. aureus NCTC8325	SAUPAN004747000	trnaE	tRNA	SAOUHSC_T00019		tRNA-Glu	unknown	3921338												no predicted signal peptide			
SAOUHSC_T00020	S. aureus NCTC8325	SAUPAN005523000	trnaE	tRNA	SAOUHSC_T00020		tRNA-Glu	unknown	3921339												no predicted signal peptide			
SAOUHSC_T00042	S. aureus NCTC8325	SAUPAN004751000	trnaF	tRNA	SAOUHSC_T00042		tRNA-Phe	unknown	3921031												no predicted signal peptide			
SAOUHSC_T00021	S. aureus NCTC8325	SAUPAN002269000	trnaG	tRNA	SAOUHSC_T00021		tRNA-Gly	unknown	3921340												no predicted signal peptide			
SAOUHSC_T00022	S. aureus NCTC8325	SAUPAN004749000	trnaG	tRNA	SAOUHSC_T00022		tRNA-Gly	unknown	3921148												no predicted signal peptide			
SAOUHSC_T00023	S. aureus NCTC8325	SAUPAN004801000	trnaG	tRNA	SAOUHSC_T00023		tRNA-Gly	unknown	3921149												no predicted signal peptide			
SAOUHSC_T00024	S. aureus NCTC8325	SAUPAN004820000	trnaG	tRNA	SAOUHSC_T00024		tRNA-Gly	unknown	3921150												no predicted signal peptide			
SAOUHSC_T00025	S. aureus NCTC8325	SAUPAN005327000	trnaG	tRNA	SAOUHSC_T00025		tRNA-Gly	unknown	3921151												no predicted signal peptide			
SAOUHSC_T00026	S. aureus NCTC8325	SAUPAN004750000	trnaH	tRNA	SAOUHSC_T00026		tRNA-His	unknown	3921152												no predicted signal peptide			
SAOUHSC_T00027	S. aureus NCTC8325	SAUPAN004804000	trnaH	tRNA	SAOUHSC_T00027		tRNA-His	unknown	3921153												no predicted signal peptide			
SAOUHSC_T00035	S. aureus NCTC8325	SAUPAN002268000	trnaK	tRNA	SAOUHSC_T00035		tRNA-Lys	unknown	3921161												no predicted signal peptide			
SAOUHSC_T00036	S. aureus NCTC8325	SAUPAN004822000	trnaK	tRNA	SAOUHSC_T00036		tRNA-Lys	unknown	3921162												no predicted signal peptide			
SAOUHSC_T00037	S. aureus NCTC8325	SAUPAN005515000	trnaK	tRNA	SAOUHSC_T00037		tRNA-Lys	unknown	3921163												no predicted signal peptide			
SAOUHSC_T00030	S. aureus NCTC8325	SAUPAN002270000	trnaL	tRNA	SAOUHSC_T00030		tRNA-Leu	unknown	3921156												no predicted signal peptide			
SAOUHSC_T00031	S. aureus NCTC8325	SAUPAN004800000	trnaL	tRNA	SAOUHSC_T00031		tRNA-Leu	unknown	3921157												no predicted signal peptide			
SAOUHSC_T00032	S. aureus NCTC8325	SAUPAN004819000	trnaL	tRNA	SAOUHSC_T00032		tRNA-Leu	unknown	3921158												no predicted signal peptide			
SAOUHSC_T00033	S. aureus NCTC8325	SAUPAN004821000	trnaL	tRNA	SAOUHSC_T00033		tRNA-Leu	unknown	3921159												no predicted signal peptide			
SAOUHSC_T00034	S. aureus NCTC8325	SAUPAN005328000	trnaL	tRNA	SAOUHSC_T00034		tRNA-Leu	unknown	3921160												no predicted signal peptide			
SAOUHSC_T00043	S. aureus NCTC8325	SAUPAN004808000	trnaL	tRNA	SAOUHSC_T00043		tRNA-Phe	unknown	3921032												no predicted signal peptide			
SAOUHSC_T00038	S. aureus NCTC8325	SAUPAN004753000	trnaM	tRNA	SAOUHSC_T00038		tRNA-Met	unknown	3921164												no predicted signal peptide			
SAOUHSC_T00039	S. aureus NCTC8325	SAUPAN004810000	trnaM	tRNA	SAOUHSC_T00039		tRNA-Met	unknown	3921165												no predicted signal peptide			
SAOUHSC_T00040	S. aureus NCTC8325	SAUPAN004814000	trnaM	tRNA	SAOUHSC_T00040		tRNA-Met	unknown	3921029												no predicted signal peptide			
